user,platform,komentar,timestamp,sentimen,cleaned_komentar
rwijayanti,TikTok,hmm no comment deh,2024-12-23 15:59:19,netral,hmm no comment deh
paiman24,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:35:14,negatif,ga lucu nyakitin hati yg jual
gjanuar,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:17:02,netral,netral aja sih gw liat
btampubolon,TikTok,ceramah apaan malah ngehina,2024-12-23 15:59:15,negatif,ceramah ngehina
edi71,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:53:40,negatif,ga sopan bgt ngomong gitu
bagusnajmudin,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:28:12,positif,bener sih kadang netizen baper
vsaptono,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:46:02,positif,jujurly lucu banget sih
kasiyah56,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:55:54,positif,ceramah tetep dapet relax aja guys
oktavianinugraha,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:31:41,positif,gw tuju sih ama omong gus
ramadangalur,TikTok,ceramah apaan malah ngehina,2024-12-23 15:37:13,negatif,ceramah ngehina
firgantorodarimin,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:24:56,negatif,jual es teh jd insecure
carubwacana,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:44:59,positif,ceramah tetep dapet relax aja guys
ida68,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:43:06,negatif,jual es teh jd insecure
dkusumo,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:45:53,positif,biar keras niat
lkuswandari,TikTok,biasa aja sih,2024-12-23 15:31:18,netral,aja sih
alambanawaskita,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:44:43,negatif,ga lucu nyakitin hati yg jual
yardianto,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:46:24,positif,biar keras niat
johanwastuti,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:58:02,netral,netral aja sih gw liat
haryantiganep,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:17:45,positif,ni gus emg aja laku
idariyanti,TikTok,tergantung yg nonton juga sih,2024-12-23 15:09:57,netral,gantung yg nonton sih
taufik96,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:57:19,positif,bener sih kadang netizen baper
nnovitasari,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:46:04,negatif,gus miftah maaf sih
manullanganggabaya,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:37:51,negatif,ga sopan bgt ngomong gitu
hastamaryadi,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:12:47,positif,ni gus emg aja laku
ydabukke,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:32:20,netral,netral aja sih gw liat
qharyanti,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:48:30,positif,ni gus emg aja laku
jono06,TikTok,tergantung yg nonton juga sih,2024-12-23 15:55:06,netral,gantung yg nonton sih
jamalhardiansyah,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:09:31,positif,bener sih kadang netizen baper
devimayasari,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:26:33,netral,netral aja sih gw liat
vmaryadi,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:58:03,negatif,ga lucu nyakitin hati yg jual
cengkalnurdiyanti,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:53:02,netral,gue liat ya udah ya
dnababan,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:34:12,positif,ni gus emg aja laku
usamahganda,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:49:16,negatif,ga lucu nyakitin hati yg jual
ooktaviani,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:43:23,positif,ni gus emg aja laku
anomaryani,TikTok,tergantung yg nonton juga sih,2024-12-23 15:21:43,netral,gantung yg nonton sih
winda20,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:31:50,negatif,ga lucu nyakitin hati yg jual
puspitamalika,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:12:48,positif,bener sih kadang netizen baper
waskitacalista,TikTok,ga tau mau bilang apa,2024-12-23 15:09:52,netral,ga tau bilang
patriciausada,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:08:24,negatif,ga sopan bgt ngomong gitu
maryaticahyanto,TikTok,ceramah apaan malah ngehina,2024-12-23 15:56:02,negatif,ceramah ngehina
titi41,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:22:02,positif,gw tuju sih ama omong gus
bagas89,TikTok,tergantung yg nonton juga sih,2024-12-23 15:42:47,netral,gantung yg nonton sih
nasabmanullang,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:19:11,positif,bener sih kadang netizen baper
bnasyidah,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:20:19,negatif,sih udah lewat batas
bahuwarna40,TikTok,biasa aja sih,2024-12-23 15:15:23,netral,aja sih
hutasoituli,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:29:10,negatif,jual es teh jd insecure
kenes94,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:42:57,negatif,jual es teh jd insecure
adriansyahestiono,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:20:13,positif,gw tuju sih ama omong gus
resturamadan,TikTok,ceramah apaan malah ngehina,2024-12-23 15:51:57,negatif,ceramah ngehina
cagak27,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:01:21,negatif,jual es teh jd insecure
xfarida,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:09:55,negatif,ga sopan bgt ngomong gitu
rizki07,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:52:16,negatif,jual es teh jd insecure
handayanikenes,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:31:46,positif,bener sih kadang netizen baper
iriana53,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:13:03,negatif,gus miftah maaf sih
wastutimutia,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:19:24,negatif,ga sopan bgt ngomong gitu
muhammad20,TikTok,biasa aja sih,2024-12-23 15:55:49,netral,aja sih
pujisamosir,TikTok,hmm no comment deh,2024-12-23 15:12:57,netral,hmm no comment deh
wahyudinirnanto,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:02:01,netral,gue liat ya udah ya
dongoransaka,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:17:08,positif,biar keras niat
baktiadi63,TikTok,ceramah apaan malah ngehina,2024-12-23 15:50:51,negatif,ceramah ngehina
vinsen20,TikTok,biasa aja sih,2024-12-23 15:58:52,netral,aja sih
hwacana,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:06:14,netral,netral aja sih gw liat
chelsea72,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:05:54,negatif,ga sopan bgt ngomong gitu
hendriusamah,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:41:56,positif,ni gus emg aja laku
satya02,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:37:53,negatif,ga lucu nyakitin hati yg jual
ihakim,TikTok,hmm no comment deh,2024-12-23 15:46:20,netral,hmm no comment deh
auyainah,TikTok,ceramah apaan malah ngehina,2024-12-23 15:02:32,negatif,ceramah ngehina
lanjarwibowo,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:09:47,positif,bener sih kadang netizen baper
anasusanti,TikTok,hmm no comment deh,2024-12-23 15:13:48,netral,hmm no comment deh
natsirkala,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:21:23,positif,jujurly lucu banget sih
prabowo84,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:21:10,positif,biar keras niat
hasna59,TikTok,hmm no comment deh,2024-12-23 15:21:54,netral,hmm no comment deh
astutimanah,TikTok,tergantung yg nonton juga sih,2024-12-23 15:57:27,netral,gantung yg nonton sih
luhunghalim,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:54:35,negatif,sih udah lewat batas
nataliamayasari,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:44:15,negatif,ga sopan bgt ngomong gitu
pranawa09,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:14:09,positif,bener sih kadang netizen baper
najamtampubolon,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:45:05,positif,bener sih kadang netizen baper
kusumoajimat,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:22:32,negatif,sih udah lewat batas
fpuspasari,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:31:20,netral,netral aja sih gw liat
harjo42,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:41:53,netral,netral aja sih gw liat
farhunnisa79,TikTok,biasa aja sih,2024-12-23 15:59:45,netral,aja sih
cemetiwastuti,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:59:58,positif,jujurly lucu banget sih
nurul24,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:01:30,positif,ni gus emg aja laku
napitupuluwakiman,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:54:41,positif,jujurly lucu banget sih
labuh08,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:04:20,positif,ceramah tetep dapet relax aja guys
hhabibi,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:31:01,netral,gue liat ya udah ya
opradana,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:18:56,positif,gw tuju sih ama omong gus
iswahyudimila,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:39:36,negatif,ga lucu nyakitin hati yg jual
hasanahdian,TikTok,hmm no comment deh,2024-12-23 15:39:33,netral,hmm no comment deh
janet93,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:32:34,negatif,gus miftah maaf sih
purnawativera,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:23:49,positif,jujurly lucu banget sih
gunawannajib,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:38:40,negatif,jual es teh jd insecure
wahyunizulaikha,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:21:29,negatif,gus miftah maaf sih
halimbancar,TikTok,ga tau mau bilang apa,2024-12-23 15:41:52,netral,ga tau bilang
kembamaryati,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:18:33,positif,bener sih kadang netizen baper
paramita26,TikTok,hmm no comment deh,2024-12-23 15:07:52,netral,hmm no comment deh
purnawatiunggul,TikTok,hmm no comment deh,2024-12-23 15:29:39,netral,hmm no comment deh
bagus50,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:09:22,netral,gue liat ya udah ya
vprasasta,TikTok,ga tau mau bilang apa,2024-12-23 15:52:49,netral,ga tau bilang
gmulyani,TikTok,ga tau mau bilang apa,2024-12-23 15:23:25,netral,ga tau bilang
hardiansyahviman,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:03:39,positif,ceramah tetep dapet relax aja guys
sinagarizki,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:04:05,positif,jujurly lucu banget sih
hafshahpratama,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:40:58,positif,gw tuju sih ama omong gus
khartati,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:35:40,positif,gw tuju sih ama omong gus
patricia94,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:11:30,negatif,sih udah lewat batas
pangestulimar,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:32:46,netral,gue liat ya udah ya
tarihoranaslijan,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:45:26,negatif,jual es teh jd insecure
permadigaran,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:27:47,netral,netral aja sih gw liat
virmannarpati,TikTok,hmm no comment deh,2024-12-23 15:00:10,netral,hmm no comment deh
kania84,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:59:05,negatif,sih udah lewat batas
hafshahhariyah,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:20:41,negatif,gus miftah maaf sih
najwawinarno,TikTok,biasa aja sih,2024-12-23 15:47:46,netral,aja sih
virmanharyanti,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:32:37,positif,ceramah tetep dapet relax aja guys
ibranibudiyanto,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:37:52,negatif,sih udah lewat batas
zulaikaperkasa,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:22:15,negatif,jual es teh jd insecure
irawanrusman,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:14:49,positif,ceramah tetep dapet relax aja guys
setyajanuar,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:14:59,negatif,jual es teh jd insecure
ulya78,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:51:27,positif,ni gus emg aja laku
widiastuticlara,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:31:20,negatif,ga sopan bgt ngomong gitu
ckuswoyo,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:50:41,positif,gw tuju sih ama omong gus
budiyantodarmana,TikTok,tergantung yg nonton juga sih,2024-12-23 15:54:16,netral,gantung yg nonton sih
calista41,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:42:48,negatif,gus miftah maaf sih
salahudingatra,TikTok,biasa aja sih,2024-12-23 15:24:29,netral,aja sih
halim63,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:49:49,positif,ni gus emg aja laku
harto75,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:07:43,positif,bener sih kadang netizen baper
ardiantoprabawa,TikTok,hmm no comment deh,2024-12-23 15:08:25,netral,hmm no comment deh
nainggolantaufan,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:10:44,positif,bener sih kadang netizen baper
ramadancalista,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:10:47,negatif,ga lucu nyakitin hati yg jual
utamagadang,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:08:04,netral,netral aja sih gw liat
hildapuspasari,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:08:17,positif,bener sih kadang netizen baper
legausamah,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:01:00,netral,gue liat ya udah ya
fmaulana,TikTok,tergantung yg nonton juga sih,2024-12-23 15:42:38,netral,gantung yg nonton sih
limar31,TikTok,hmm no comment deh,2024-12-23 15:10:41,netral,hmm no comment deh
labuhwaluyo,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:09:21,positif,biar keras niat
diana80,TikTok,ga tau mau bilang apa,2024-12-23 15:58:28,netral,ga tau bilang
asirwandawibowo,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:35:54,negatif,ga sopan bgt ngomong gitu
widyapratama,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:23:51,positif,ceramah tetep dapet relax aja guys
omansirait,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:20:30,netral,netral aja sih gw liat
msaefullah,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:31:21,positif,ni gus emg aja laku
anggriawannalar,TikTok,ceramah apaan malah ngehina,2024-12-23 15:04:48,negatif,ceramah ngehina
dono70,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:18:22,negatif,ga sopan bgt ngomong gitu
yolandakurnia,TikTok,hmm no comment deh,2024-12-23 15:31:09,netral,hmm no comment deh
ismail52,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:08:40,positif,bener sih kadang netizen baper
rini41,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:52:49,negatif,sih udah lewat batas
gkurniawan,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:01:53,positif,bener sih kadang netizen baper
kasimsantoso,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:01:24,negatif,gus miftah maaf sih
gambira92,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:41:37,negatif,gus miftah maaf sih
panduwahyudin,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:32:42,netral,netral aja sih gw liat
gthamrin,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:23:26,positif,bener sih kadang netizen baper
ibun45,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:48:26,negatif,ga lucu nyakitin hati yg jual
martakaramadan,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:01:56,negatif,sih udah lewat batas
shardiansyah,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:29:58,positif,jujurly lucu banget sih
melanipuspa,TikTok,biasa aja sih,2024-12-23 15:52:35,netral,aja sih
indahsuryono,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:10:22,negatif,jual es teh jd insecure
emplukfirmansyah,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:10:49,positif,gw tuju sih ama omong gus
ihabibi,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:57:18,positif,gw tuju sih ama omong gus
gharyanto,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:25:23,negatif,jual es teh jd insecure
leo69,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:25:33,negatif,sih udah lewat batas
sinagagilang,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:29:30,negatif,gus miftah maaf sih
kartika78,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:56:12,positif,jujurly lucu banget sih
abyasa36,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:42:27,positif,biar keras niat
limansinaga,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:22:32,positif,bener sih kadang netizen baper
zulkarnaindina,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:11:29,positif,jujurly lucu banget sih
danumaulana,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:21:59,positif,bener sih kadang netizen baper
gastuti,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:19:02,netral,gue liat ya udah ya
maryaticitra,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:53:20,negatif,ga sopan bgt ngomong gitu
eminyuliarti,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:50:30,negatif,gus miftah maaf sih
yuniardaliman,TikTok,tergantung yg nonton juga sih,2024-12-23 15:58:32,netral,gantung yg nonton sih
siregaroni,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:41:58,negatif,gus miftah maaf sih
wardayamaryati,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:07:07,negatif,sih udah lewat batas
ophelia50,TikTok,tergantung yg nonton juga sih,2024-12-23 15:03:37,netral,gantung yg nonton sih
jsihotang,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:01:05,negatif,ga lucu nyakitin hati yg jual
jailanimahmud,TikTok,biasa aja sih,2024-12-23 15:13:19,netral,aja sih
fkusmawati,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:53:29,negatif,ga lucu nyakitin hati yg jual
halimahwawan,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:46:51,negatif,jual es teh jd insecure
damarsetiawan,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:04:39,negatif,sih udah lewat batas
nnatsir,TikTok,hmm no comment deh,2024-12-23 15:12:37,netral,hmm no comment deh
prasastakusuma,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:25:40,netral,gue liat ya udah ya
hartatikalim,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:55:42,negatif,ga sopan bgt ngomong gitu
tari33,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:49:23,positif,bener sih kadang netizen baper
wpuspita,TikTok,ceramah apaan malah ngehina,2024-12-23 15:18:22,negatif,ceramah ngehina
opan86,TikTok,ceramah apaan malah ngehina,2024-12-23 15:15:56,negatif,ceramah ngehina
saragihsiti,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:12:56,negatif,sih udah lewat batas
rajataharjo,TikTok,ga tau mau bilang apa,2024-12-23 15:06:18,netral,ga tau bilang
cagak03,TikTok,hmm no comment deh,2024-12-23 15:09:50,netral,hmm no comment deh
prasetyakartika,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:19:23,positif,ni gus emg aja laku
victoriahandayani,TikTok,ceramah apaan malah ngehina,2024-12-23 15:29:46,negatif,ceramah ngehina
laksitakarman,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:08:53,negatif,jual es teh jd insecure
nugrohoiriana,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:57:34,negatif,ga sopan bgt ngomong gitu
sadinasirait,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:10:18,positif,ni gus emg aja laku
perkasaiswahyudi,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:32:49,negatif,jual es teh jd insecure
csetiawan,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:03:34,negatif,ga lucu nyakitin hati yg jual
johanmegantara,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:32:37,netral,netral aja sih gw liat
cinthia54,TikTok,hmm no comment deh,2024-12-23 15:51:12,netral,hmm no comment deh
hardanatamba,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:58:20,negatif,ga sopan bgt ngomong gitu
anggrainikunthara,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:17:14,negatif,ga lucu nyakitin hati yg jual
gunawankemba,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:21:26,positif,bener sih kadang netizen baper
tira81,TikTok,tergantung yg nonton juga sih,2024-12-23 15:57:41,netral,gantung yg nonton sih
panca29,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:45:52,negatif,sih udah lewat batas
csuartini,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:33:37,netral,netral aja sih gw liat
raihanwulandari,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:20:19,negatif,jual es teh jd insecure
eluh31,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:32:31,negatif,gus miftah maaf sih
utamagatot,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:28:22,negatif,jual es teh jd insecure
banarawacana,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:19:08,positif,ceramah tetep dapet relax aja guys
sjanuar,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:24:36,positif,ni gus emg aja laku
haryantioskar,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:42:02,negatif,sih udah lewat batas
xwibowo,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:41:02,positif,jujurly lucu banget sih
eminwidiastuti,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:35:47,positif,biar keras niat
gantargunawan,TikTok,hmm no comment deh,2024-12-23 15:08:25,netral,hmm no comment deh
hwaluyo,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:25:34,negatif,sih udah lewat batas
hmayasari,TikTok,biasa aja sih,2024-12-23 15:01:17,netral,aja sih
luluh82,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:54:58,negatif,ga sopan bgt ngomong gitu
nilamsusanti,TikTok,biasa aja sih,2024-12-23 15:05:07,netral,aja sih
zprasasta,TikTok,ceramah apaan malah ngehina,2024-12-23 15:37:35,negatif,ceramah ngehina
hariyahcemani,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:09:45,netral,gue liat ya udah ya
zulkarnainmaryadi,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:06:37,positif,bener sih kadang netizen baper
ganda95,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:37:20,positif,bener sih kadang netizen baper
dabukkefathonah,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:22:14,positif,gw tuju sih ama omong gus
siti39,TikTok,biasa aja sih,2024-12-23 15:56:51,netral,aja sih
mansurmaimunah,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:49:14,positif,jujurly lucu banget sih
mitra44,TikTok,ceramah apaan malah ngehina,2024-12-23 15:54:56,negatif,ceramah ngehina
mandalakayla,TikTok,hmm no comment deh,2024-12-23 15:04:52,netral,hmm no comment deh
intandabukke,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:08:35,negatif,gus miftah maaf sih
rini05,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:56:54,positif,gw tuju sih ama omong gus
kwaskita,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:16:15,positif,jujurly lucu banget sih
xpadmasari,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:38:45,positif,bener sih kadang netizen baper
ajiman30,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:16:06,netral,gue liat ya udah ya
umulyani,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:12:07,positif,ceramah tetep dapet relax aja guys
yusufjanuar,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:46:33,negatif,sih udah lewat batas
omar80,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:06:44,positif,ceramah tetep dapet relax aja guys
bagassimanjuntak,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:27:21,negatif,ga lucu nyakitin hati yg jual
ajimansaragih,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:35:27,positif,jujurly lucu banget sih
astutigarda,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:23:27,netral,netral aja sih gw liat
maryadirafi,TikTok,biasa aja sih,2024-12-23 15:30:51,netral,aja sih
cahyanto51,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:12:23,netral,gue liat ya udah ya
siregarartawan,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:34:56,negatif,sih udah lewat batas
gading62,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:20:51,positif,ni gus emg aja laku
galih63,TikTok,tergantung yg nonton juga sih,2024-12-23 15:35:17,netral,gantung yg nonton sih
julia38,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:40:54,positif,biar keras niat
limarnuraini,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:41:12,positif,gw tuju sih ama omong gus
galakpranowo,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:37:44,positif,ni gus emg aja laku
carlahartati,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:12:56,positif,ni gus emg aja laku
siraitmaryanto,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:56:57,netral,gue liat ya udah ya
wzulaika,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:04:34,positif,gw tuju sih ama omong gus
yandriani,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:56:49,positif,ceramah tetep dapet relax aja guys
rachelmardhiyah,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:23:20,negatif,jual es teh jd insecure
hardanahariyah,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:11:37,positif,bener sih kadang netizen baper
namagasaiful,TikTok,hmm no comment deh,2024-12-23 15:14:17,netral,hmm no comment deh
ipratiwi,TikTok,hmm no comment deh,2024-12-23 15:51:45,netral,hmm no comment deh
