user,platform,komentar,timestamp,sentimen
rdamanik,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:57:07,positif
gadangpradipta,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:05:59,negatif
endrapadmasari,TikTok,ga tau mau bilang apa,2024-12-23 15:49:25,netral
lintang24,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:53:52,negatif
usyinugroho,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:03:13,negatif
karmanrahayu,TikTok,ga tau mau bilang apa,2024-12-23 15:57:21,netral
anamarpaung,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:24:21,positif
manullangdewi,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:05:28,negatif
luluh25,TikTok,ga tau mau bilang apa,2024-12-23 15:36:34,netral
lasmonopermadi,TikTok,ga tau mau bilang apa,2024-12-23 15:44:39,netral
gandewa24,TikTok,ga tau mau bilang apa,2024-12-23 15:07:43,netral
narji24,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:38:12,netral
fitrialaksita,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:11:29,netral
lailamulyani,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:52:51,negatif
ekayulianti,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:07:03,positif
perkasa59,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:47:23,positif
gaiman86,TikTok,biasa aja sih,2024-12-23 15:00:43,netral
milasitumorang,TikTok,biasa aja sih,2024-12-23 15:32:35,netral
prasetyasalwa,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:13:00,negatif
wadimayasari,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:51:20,positif
galangpradana,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:36:23,negatif
hariyahrosman,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:31:31,negatif
simanjuntakvanesa,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:30:06,negatif
dyulianti,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:10:50,positif
suryamelani,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:08:16,positif
darmansiregar,TikTok,biasa aja sih,2024-12-23 15:54:19,netral
sudiatimelinda,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:18:36,positif
xwinarno,TikTok,biasa aja sih,2024-12-23 15:07:30,netral
cengkalyulianti,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:44:20,positif
skurniawan,TikTok,hmm no comment deh,2024-12-23 15:59:41,netral
jagaraga41,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:38:04,positif
wahyuhassanah,TikTok,biasa aja sih,2024-12-23 15:52:53,netral
adityapratiwi,TikTok,ceramah apaan malah ngehina,2024-12-23 15:06:12,negatif
fsihombing,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:17:22,positif
eko53,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:46:31,positif
rahmawatighaliyati,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:14:40,negatif
nardiwahyuni,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:10:45,netral
nashiruddinzulaikha,TikTok,hmm no comment deh,2024-12-23 15:41:55,netral
thutasoit,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:37:23,positif
gsimbolon,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:45:00,negatif
hastutiwardi,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:36:09,negatif
mursita83,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:48:26,negatif
karsanasudiati,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:42:36,positif
xthamrin,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:59:01,positif
nasab60,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:38:15,negatif
megantarakasiran,TikTok,hmm no comment deh,2024-12-23 15:24:51,netral
nilamwibisono,TikTok,ceramah apaan malah ngehina,2024-12-23 15:31:17,negatif
yuliantijais,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:29:13,negatif
rinasinaga,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:48:53,negatif
adenashiruddin,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:37:41,negatif
umaya34,TikTok,ceramah apaan malah ngehina,2024-12-23 15:12:36,negatif
cinthia99,TikTok,hmm no comment deh,2024-12-23 15:01:07,netral
onababan,TikTok,ga tau mau bilang apa,2024-12-23 15:56:05,netral
lantarfujiati,TikTok,hmm no comment deh,2024-12-23 15:21:41,netral
prasetyomariadi,TikTok,ga tau mau bilang apa,2024-12-23 15:26:21,netral
uyainahperkasa,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:38:06,netral
cakrabuana95,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:37:39,positif
gzulaika,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:47:10,positif
wnurdiyanti,TikTok,hmm no comment deh,2024-12-23 15:45:43,netral
hardiansyahjasmani,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:18:33,positif
winarsihmursinin,TikTok,ga tau mau bilang apa,2024-12-23 15:36:17,netral
gilang83,TikTok,hmm no comment deh,2024-12-23 15:26:28,netral
iwahyuni,TikTok,tergantung yg nonton juga sih,2024-12-23 15:43:06,netral
martakajanuar,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:52:44,negatif
hendri46,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:35:25,positif
tsalahudin,TikTok,ceramah apaan malah ngehina,2024-12-23 15:49:47,negatif
parmansiregar,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:01:27,positif
tkusumo,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:34:51,negatif
mulyanilidya,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:20:45,negatif
osafitri,TikTok,ga tau mau bilang apa,2024-12-23 15:04:22,netral
panca13,TikTok,hmm no comment deh,2024-12-23 15:11:09,netral
balijan09,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:00:14,positif
napitupulucemani,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:34:16,positif
ramadanalambana,TikTok,ceramah apaan malah ngehina,2024-12-23 15:33:53,negatif
yulianasuryono,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:03:22,negatif
edison87,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:49:25,positif
habibiwadi,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:03:17,positif
pradanagilda,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:36:04,positif
damuzulkarnain,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:18:37,positif
jhutagalung,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:52:50,positif
carla75,TikTok,biasa aja sih,2024-12-23 15:23:20,netral
mardhiyahajimin,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:05:20,negatif
elmalatupono,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:00:34,positif
kusmawatiwage,TikTok,tergantung yg nonton juga sih,2024-12-23 15:02:09,netral
garaprasetya,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:07:08,positif
candriani,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:45:38,negatif
zulaikanalar,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:40:40,positif
adriansyahyani,TikTok,biasa aja sih,2024-12-23 15:48:22,netral
intan07,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:25:43,positif
dipayuniar,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:49:55,positif
sihombinggandewa,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:59:51,positif
ejathamrin,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:04:37,positif
novi03,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:53:16,positif
dandriani,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:04:37,positif
salahudinadiarja,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:18:23,negatif
reza26,TikTok,tergantung yg nonton juga sih,2024-12-23 15:19:09,netral
abyasa13,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:12:56,positif
harsaya35,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:29:24,positif
kgunarto,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:11:49,negatif
faizahgunarto,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:44:45,netral
qmarbun,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:19:41,negatif
situmorangnrima,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:33:04,positif
rrahimah,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:08:38,negatif
bwahyudin,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:21:53,negatif
cmustofa,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:54:17,positif
najibwidodo,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:13:02,negatif
damumustofa,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:49:15,negatif
wastutiindra,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:53:42,netral
kurniawanmutia,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:55:48,positif
hari02,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:28:36,negatif
mustofaluthfi,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:42:01,negatif
sinagaibun,TikTok,ga tau mau bilang apa,2024-12-23 15:26:12,netral
candraardianto,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:24:42,negatif
mangunsongharjasa,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:44:44,positif
mandalaida,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:23:59,positif
nalaragustina,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:47:22,positif
aisyah96,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:17:22,netral
emarpaung,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:11:39,positif
tasnim60,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:51:15,negatif
yuniarhilda,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:17:36,negatif
bmanullang,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:03:42,negatif
nasyiahdaru,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:33:00,netral
uwijaya,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:03:18,positif
lidyaprastuti,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:16:48,positif
ridwan59,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:45:03,negatif
waluyogaiman,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:37:36,positif
maryatiwarsa,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:43:29,negatif
zulaikha16,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:46:25,negatif
harjasa83,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:10:35,positif
zulaikha55,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:28:23,positif
vprasetyo,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:30:26,netral
zprasetya,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:39:56,positif
ttarihoran,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:14:30,negatif
qnatsir,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:28:31,positif
prakasaatmaja,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:31:27,negatif
jumaripurwanti,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:02:57,negatif
pranawanovitasari,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:05:37,negatif
kurnialaksita,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:12:30,negatif
prasetyasuryatmi,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:03:36,negatif
ginaharyanti,TikTok,ga tau mau bilang apa,2024-12-23 15:34:56,netral
yuliantisaadat,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:50:37,positif
artawanmarbun,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:28:33,positif
uchita36,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:52:13,positif
akarsana81,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:44:53,positif
gandajanuar,TikTok,ga tau mau bilang apa,2024-12-23 15:49:09,netral
eli27,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:31:38,negatif
maryatiputi,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:19:54,negatif
kasiranmangunsong,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:41:40,positif
mustofa15,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:34:44,positif
saputracengkal,TikTok,biasa aja sih,2024-12-23 15:01:57,netral
cengkir06,TikTok,ga tau mau bilang apa,2024-12-23 15:41:22,netral
chelsealestari,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:51:04,positif
prabawa49,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:17:13,negatif
prayogakusuma,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:04:39,negatif
mahesa83,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:21:20,positif
qori38,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:20:03,negatif
ywibisono,TikTok,ceramah apaan malah ngehina,2024-12-23 15:37:09,negatif
banawawibisono,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:00:11,positif
prayogogunawan,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:42:26,positif
galur72,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:28:33,netral
tari51,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:26:07,negatif
rajatakarma,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:19:16,negatif
wisnulaksita,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:56:24,positif
januarcakrabuana,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:55:02,netral
unjaniprabowo,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:34:49,positif
ztamba,TikTok,hmm no comment deh,2024-12-23 15:58:22,netral
nprastuti,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:40:16,positif
sinagadaru,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:11:38,positif
gilda68,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:45:48,negatif
ksihombing,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:10:31,positif
anaprakasa,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:04:15,negatif
inovitasari,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:36:04,negatif
eliuyainah,TikTok,tergantung yg nonton juga sih,2024-12-23 15:08:19,netral
lili72,TikTok,ceramah apaan malah ngehina,2024-12-23 15:31:37,negatif
yahya93,TikTok,ga tau mau bilang apa,2024-12-23 15:46:34,netral
habibimurti,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:37:51,negatif
ulailasari,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:55:11,positif
rachel81,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:00:46,negatif
xsitompul,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:35:11,negatif
lpurnawati,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:40:26,negatif
embuh05,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:50:10,positif
reza72,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:54:56,negatif
asmadihartati,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:35:57,positif
restuardianto,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:46:48,positif
iprasetyo,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:54:41,positif
panjisitorus,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:34:15,positif
lmaheswara,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:03:33,negatif
sitompulridwan,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:16:31,positif
kajen57,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:48:34,positif
warta56,TikTok,ceramah apaan malah ngehina,2024-12-23 15:16:08,negatif
anashiruddin,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:03:48,netral
malik36,TikTok,hmm no comment deh,2024-12-23 15:49:42,netral
lalitarahimah,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:58:38,negatif
julirahmawati,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:51:50,positif
bakiman34,TikTok,ga tau mau bilang apa,2024-12-23 15:27:30,netral
kenziesinaga,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:10:26,negatif
luhung08,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:52:41,positif
ranggadabukke,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:57:29,negatif
nova17,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:53:13,positif
suryatmibalapati,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:25:57,negatif
sihotangluluh,TikTok,biasa aja sih,2024-12-23 15:25:05,netral
adamanik,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:02:55,positif
marwatadongoran,TikTok,ceramah apaan malah ngehina,2024-12-23 15:36:17,negatif
lamar28,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:55:04,negatif
akarsana51,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:51:14,negatif
kusumoreza,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:12:10,netral
narjirahayu,TikTok,hmm no comment deh,2024-12-23 15:55:04,netral
tampubolonismail,TikTok,biasa aja sih,2024-12-23 15:58:40,netral
nlaksita,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:11:39,positif
tarihoranfitria,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:37:29,positif
fathonah19,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:31:39,negatif
puspa78,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:25:18,netral
uchita87,TikTok,ceramah apaan malah ngehina,2024-12-23 15:46:46,negatif
jwahyudin,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:49:29,negatif
hardiwacana,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:55:34,positif
wirdahardiansyah,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:15:17,positif
omarbun,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:29:15,positif
sihombingrendy,TikTok,tergantung yg nonton juga sih,2024-12-23 15:48:10,netral
ozy67,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:18:50,negatif
ghandayani,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:14:09,positif
anggabayakusmawati,TikTok,ga tau mau bilang apa,2024-12-23 15:59:07,netral
maryatirudi,TikTok,biasa aja sih,2024-12-23 15:48:40,netral
ipudjiastuti,TikTok,biasa aja sih,2024-12-23 15:49:41,netral
gangsar49,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:28:07,negatif
caturanggawidodo,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:53:42,negatif
gadingpratama,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:29:42,negatif
natalialestari,TikTok,tergantung yg nonton juga sih,2024-12-23 15:40:06,netral
malikasihombing,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:37:46,positif
karma04,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:52:27,negatif
dacinpermata,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:15:56,netral
eutami,TikTok,hmm no comment deh,2024-12-23 15:59:11,netral
ira90,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:23:55,negatif
azulaika,TikTok,tergantung yg nonton juga sih,2024-12-23 15:46:11,netral
sitorusprakosa,TikTok,hmm no comment deh,2024-12-23 15:07:33,netral
vmustofa,TikTok,ga tau mau bilang apa,2024-12-23 15:32:28,netral
ridwan22,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:28:12,negatif
suartiniraharja,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:47:28,netral
rprasetya,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:56:45,negatif
pranawa97,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:10:30,positif
endah36,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:18:25,negatif
nasab13,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:58:43,negatif
ianwastuti,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:51:00,positif
usadacahya,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:05:20,negatif
susanticiaobella,TikTok,tergantung yg nonton juga sih,2024-12-23 15:58:13,netral
damanikiriana,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:05:31,netral
asalahudin,TikTok,tergantung yg nonton juga sih,2024-12-23 15:06:41,netral
nashiruddinmala,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:07:58,positif
lsuartini,TikTok,ceramah apaan malah ngehina,2024-12-23 15:55:07,negatif
thamrinyuliana,TikTok,tergantung yg nonton juga sih,2024-12-23 15:34:58,netral
dongorandarmaji,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:50:20,positif
nadine36,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:03:46,netral
indra08,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:32:15,positif
kanda93,TikTok,ga tau mau bilang apa,2024-12-23 15:06:46,netral
anggrainifarhunnisa,TikTok,ceramah apaan malah ngehina,2024-12-23 15:12:07,negatif
prasetyofitriani,TikTok,biasa aja sih,2024-12-23 15:04:11,netral
yyuliarti,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:19:50,positif
wahyudinlala,TikTok,biasa aja sih,2024-12-23 15:27:19,netral
hardiansyahfaizah,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:48:06,positif
adhiarja01,TikTok,hmm no comment deh,2024-12-23 15:01:27,netral
wasitaamalia,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:35:58,positif
manullangintan,TikTok,hmm no comment deh,2024-12-23 15:09:36,netral
prasetyasetiawan,TikTok,hmm no comment deh,2024-12-23 15:57:26,netral
aisyahfarida,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:56:32,positif
opheliawibowo,TikTok,tergantung yg nonton juga sih,2024-12-23 15:59:47,netral
mariakuswoyo,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:51:31,netral
mandasarihalim,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:19:26,negatif
mustofaghaliyati,TikTok,hmm no comment deh,2024-12-23 15:48:11,netral
zfirmansyah,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:16:48,positif
jarwadi19,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:18:14,negatif
pranata36,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:17:47,netral
hnamaga,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:50:21,negatif
uwinarno,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:35:11,negatif
jpurnawati,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:28:39,negatif
ivanyuliarti,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:01:34,netral
yancemaryadi,TikTok,ceramah apaan malah ngehina,2024-12-23 15:49:54,negatif
hartatiega,TikTok,ceramah apaan malah ngehina,2024-12-23 15:52:31,negatif
siraitdasa,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:07:52,positif
laksmiwatikarna,TikTok,hmm no comment deh,2024-12-23 15:53:21,netral
anggriawanwidya,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:33:04,positif
ryuliarti,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:06:23,negatif
novitasarivanya,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:21:25,negatif
heru15,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:21:16,negatif
ahalim,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:01:49,positif
tasnimhastuti,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:49:49,negatif
prasetyomahesa,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:15:09,negatif
ganjaransuwarno,TikTok,hmm no comment deh,2024-12-23 15:20:55,netral
darmannamaga,TikTok,ceramah apaan malah ngehina,2024-12-23 15:42:46,negatif
halimahhadi,TikTok,hmm no comment deh,2024-12-23 15:41:22,netral
rudidabukke,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:28:43,negatif
cakrajiya21,TikTok,ceramah apaan malah ngehina,2024-12-23 15:09:44,negatif
fsitumorang,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:17:31,netral
vwibowo,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:46:52,positif
samosirdarmanto,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:55:39,positif
mulyanitirtayasa,TikTok,biasa aja sih,2024-12-23 15:20:20,netral
ilsa13,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:48:14,netral
kagustina,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:23:06,netral
karna84,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:19:35,positif
karsana05,TikTok,ceramah apaan malah ngehina,2024-12-23 15:03:35,negatif
wijayadanuja,TikTok,ceramah apaan malah ngehina,2024-12-23 15:13:20,negatif
santosohana,TikTok,ga tau mau bilang apa,2024-12-23 15:54:46,netral
winda13,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:32:33,positif
daniswara86,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:38:39,negatif
bakiantoprakasa,TikTok,ceramah apaan malah ngehina,2024-12-23 15:21:06,negatif
mursitamayasari,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:56:27,positif
prasetyamursita,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:35:23,positif
hasta41,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:56:22,positif
endahprabowo,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:39:29,positif
thutagalung,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:21:32,negatif
febi80,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:07:18,positif
kpradana,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:11:10,netral
dnajmudin,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:18:36,negatif
capa44,TikTok,hmm no comment deh,2024-12-23 15:50:25,netral
